Código,Nome empresa,cd2,link Bovespa,Nome completo empresa,Link trading view,Link google,Segmento empresa,SETOR,SUBSETOR,SEGMENTO
RPMG3,PET MANGUINH,RPMG,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9989,REFINARIA DE PETROLEOS MANGUINHOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-RPMG3,"https://www.google.com/search?q=PET MANGUINH Exploração, Refino e Distribuição","Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição"
RRRP3,3R PETROLEUM,RRRP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25291&idioma=pt-br,3R PETROLEUM ÓLEO E GÁS S.A,https://br.tradingview.com/symbols/BMFBOVESPA-RRRP3,"https://www.google.com/search?q=3R PETROLEUM Exploração, Refino e Distribuição","Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição"
RSID3,ROSSI RESID,RSID,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16306,ROSSI RESIDENCIAL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-RSID3,https://www.google.com/search?q=ROSSI RESID Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
RSUL3,RIOSULENSE,RSUL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13439,METALURGICA RIOSULENSE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-RSUL3,https://www.google.com/search?q=RIOSULENSE Material Rodoviário,Material Rodoviário,Bens Industriais,Material de Transporte,Material Rodoviário
RSUL4,RIOSULENSE,RSUL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13439,METALURGICA RIOSULENSE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-RSUL4,https://www.google.com/search?q=RIOSULENSE Material Rodoviário,Material Rodoviário,Bens Industriais,Material de Transporte,Material Rodoviário
SANB11,SANTANDER BR,SANB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20532,BCO SANTANDER (BRASIL) S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SANB11,https://www.google.com/search?q=SANTANDER BR Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
SANB3,SANTANDER BR,SANB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20532,BCO SANTANDER (BRASIL) S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SANB3,https://www.google.com/search?q=SANTANDER BR Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
SANB4,SANTANDER BR,SANB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20532,BCO SANTANDER (BRASIL) S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SANB4,https://www.google.com/search?q=SANTANDER BR Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
SAPR11,SANEPAR,SAPR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18627,CIA SANEAMENTO DO PARANA - SANEPAR,https://br.tradingview.com/symbols/BMFBOVESPA-SAPR11,https://www.google.com/search?q=SANEPAR Água e Saneamento,Água e Saneamento,Utilidade Pública,Água e Saneamento,Água e Saneamento
SAPR3,SANEPAR,SAPR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18627,CIA SANEAMENTO DO PARANA - SANEPAR,https://br.tradingview.com/symbols/BMFBOVESPA-SAPR3,https://www.google.com/search?q=SANEPAR Água e Saneamento,Água e Saneamento,Utilidade Pública,Água e Saneamento,Água e Saneamento
SAPR4,SANEPAR,SAPR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18627,CIA SANEAMENTO DO PARANA - SANEPAR,https://br.tradingview.com/symbols/BMFBOVESPA-SAPR4,https://www.google.com/search?q=SANEPAR Água e Saneamento,Água e Saneamento,Utilidade Pública,Água e Saneamento,Água e Saneamento
SBSP3,SABESP,SBSP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14443,CIA SANEAMENTO BASICO EST SAO PAULO,https://br.tradingview.com/symbols/BMFBOVESPA-SBSP3,https://www.google.com/search?q=SABESP Água e Saneamento,Água e Saneamento,Utilidade Pública,Água e Saneamento,Água e Saneamento
SCAR3,SAO CARLOS,SCAR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SCAR3,https://www.google.com/search?q=SAO CARLOS Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
SEER3,SER EDUCA,SEER,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23221,SER EDUCACIONAL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SEER3,https://www.google.com/search?q=SER EDUCA Serviços Educacionais,Serviços Educacionais,Consumo Cíclico,Diversos,Serviços Educacionais
SEQL3,SEQUOIA LOG,SEQL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25160&idioma=pt-br,SEQUOIA LOGISTICA E TRANSPORTES S.A,https://br.tradingview.com/symbols/BMFBOVESPA-SEQL3,https://www.google.com/search?q=SEQUOIA LOG Serviços Diversos,Serviços Diversos,Bens Industriais,Serviços Diversos,Serviços Diversos
SGPS3,SPRINGS,SGPS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20966,SPRINGS GLOBAL PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SGPS3,https://www.google.com/search?q=SPRINGS Fios e Tecidos,Fios e Tecidos,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos
SHOW3,TIME FOR FUN,SHOW,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22454,T4F ENTRETENIMENTO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SHOW3,https://www.google.com/search?q=TIME FOR FUN Produção de Eventos e Shows,Produção de Eventos e Shows,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows
SHUL3,SCHULZ,SHUL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14664,SCHULZ S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SHUL3,"https://www.google.com/search?q=SCHULZ Motores, Compressores e Outros","Motores, Compressores e Outros",Bens Industriais,Máquinas e Equipamentos,"Motores, Compressores e Outros"
SHUL4,SCHULZ,SHUL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14664,SCHULZ S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SHUL4,"https://www.google.com/search?q=SCHULZ Motores, Compressores e Outros","Motores, Compressores e Outros",Bens Industriais,Máquinas e Equipamentos,"Motores, Compressores e Outros"
SIMH3,SIMPAR,SIMH,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25003&idioma=pt-br,SIMPAR S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SIMH3,https://www.google.com/search?q=SIMPAR Holdings Diversificadas,Holdings Diversificadas,Financeiro,Holdings Diversificadas,Holdings Diversificadas
SLCE3,SLC AGRICOLA,SLCE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20745,SLC AGRICOLA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SLCE3,https://www.google.com/search?q=SLC AGRICOLA Agricultura,Agricultura,Consumo não Cíclico,Agropecuária,Agricultura
SLED3,SARAIVA LIVR,SLED,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=10472,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,https://br.tradingview.com/symbols/BMFBOVESPA-SLED3,https://www.google.com/search?q=SARAIVA LIVR Produtos Diversos,Produtos Diversos,Consumo Cíclico,Comércio,Produtos Diversos
SLED4,SARAIVA LIVR,SLED,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=10472,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,https://br.tradingview.com/symbols/BMFBOVESPA-SLED4,https://www.google.com/search?q=SARAIVA LIVR Produtos Diversos,Produtos Diversos,Consumo Cíclico,Comércio,Produtos Diversos
SMFT3,SMART FIT,SMFT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24260,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SMFT3,https://www.google.com/search?q=SMART FIT Atividades Esportivas,Atividades Esportivas,Consumo Cíclico,Viagens e Lazer,Atividades Esportivas
SMLS3,SMILES,SMLS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24252,SMILES FIDELIDADE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SMLS3,https://www.google.com/search?q=SMILES Programas de Fidelização,Programas de Fidelização,Consumo Cíclico,Diversos,Programas de Fidelização
SMTO3,SAO MARTINHO,SMTO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20516,SAO MARTINHO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SMTO3,https://www.google.com/search?q=SAO MARTINHO Açucar e Alcool,Açucar e Alcool,Consumo não Cíclico,Alimentos Processados,Açucar e Alcool
SNSY3,SANSUY,SNSY,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=12696,SANSUY S.A. INDUSTRIA DE PLASTICOS,https://br.tradingview.com/symbols/BMFBOVESPA-SNSY3,https://www.google.com/search?q=SANSUY Materiais Diversos,Materiais Diversos,Materiais Básicos,Materiais Diversos,Materiais Diversos
SNSY5,SANSUY,SNSY,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=12696,SANSUY S.A. INDUSTRIA DE PLASTICOS,https://br.tradingview.com/symbols/BMFBOVESPA-SNSY5,https://www.google.com/search?q=SANSUY Materiais Diversos,Materiais Diversos,Materiais Básicos,Materiais Diversos,Materiais Diversos
SNSY6,SANSUY,SNSY,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=12696,SANSUY S.A. INDUSTRIA DE PLASTICOS,https://br.tradingview.com/symbols/BMFBOVESPA-SNSY6,https://www.google.com/search?q=SANSUY Materiais Diversos,Materiais Diversos,Materiais Básicos,Materiais Diversos,Materiais Diversos
SOMA3,GRUPO SOMA,SOMA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25011&idioma=pt-br,Grupo De Moda Soma SA,https://br.tradingview.com/symbols/BMFBOVESPA-SOMA3,"https://www.google.com/search?q=GRUPO SOMA Tecidos, Vestuário e Calçados","Tecidos, Vestuário e Calçados",Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados"
SOND3,SONDOTECNICA,SOND,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=10880,SONDOTECNICA ENGENHARIA SOLOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SOND3,https://www.google.com/search?q=SONDOTECNICA Engenharia Consultiva,Engenharia Consultiva,Bens Industriais,Construção e Engenharia,Engenharia Consultiva
SOND5,SONDOTECNICA,SOND,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=10880,SONDOTECNICA ENGENHARIA SOLOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SOND5,https://www.google.com/search?q=SONDOTECNICA Engenharia Consultiva,Engenharia Consultiva,Bens Industriais,Construção e Engenharia,Engenharia Consultiva
SOND6,SONDOTECNICA,SOND,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=10880,SONDOTECNICA ENGENHARIA SOLOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SOND6,https://www.google.com/search?q=SONDOTECNICA Engenharia Consultiva,Engenharia Consultiva,Bens Industriais,Construção e Engenharia,Engenharia Consultiva
SQIA3,SINQIA,SQIA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22799,SINQIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SQIA3,https://www.google.com/search?q=SINQIA Programas e Serviços,Programas e Serviços,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
STBP3,SANTOS BRP,STBP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17892,SANTOS BRASIL PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-STBP3,https://www.google.com/search?q=SANTOS BRP Serviços de Apoio e Armazenagem,Serviços de Apoio e Armazenagem,Bens Industriais,Transporte,Serviços de Apoio e Armazenagem
STKF3,STATKRAFT,STKF,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22594,STATKRAFT ENERGIAS RENOVAVEIS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-STKF3,https://www.google.com/search?q=STATKRAFT Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
STTR3,STARA,STTR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24201,STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS,https://br.tradingview.com/symbols/BMFBOVESPA-STTR3,https://www.google.com/search?q=STARA Máq. e Equip. Construção e Agrícolas,Máq. e Equip. Construção e Agrícolas,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas
SULA11,SUL AMERICA,SULA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21121,SUL AMERICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SULA11,https://www.google.com/search?q=SUL AMERICA Seguradoras,Seguradoras,Financeiro,Previdência e Seguros,Seguradoras
SULA3,SUL AMERICA,SULA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21121,SUL AMERICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SULA3,https://www.google.com/search?q=SUL AMERICA Seguradoras,Seguradoras,Financeiro,Previdência e Seguros,Seguradoras
SULA4,SUL AMERICA,SULA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21121,SUL AMERICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SULA4,https://www.google.com/search?q=SUL AMERICA Seguradoras,Seguradoras,Financeiro,Previdência e Seguros,Seguradoras
SUZB3,SUZANO S.A.,SUZB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13986,SUZANO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-SUZB3,https://www.google.com/search?q=SUZANO S.A. Papel e Celulose,Papel e Celulose,Materiais Básicos,Madeira e Papel,Papel e Celulose
TAEE11,TAESA,TAEE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20257,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TAEE11,https://www.google.com/search?q=TAESA Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
TAEE3,TAESA,TAEE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20257,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TAEE3,https://www.google.com/search?q=TAESA Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
TAEE4,TAESA,TAEE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20257,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TAEE4,https://www.google.com/search?q=TAESA Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
TASA3,TAURUS ARMAS,TASA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6173&idioma=pt-br,TAURUS ARMAS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TASA3,https://www.google.com/search?q=TAURUS ARMAS Armas e Munições,Armas e Munições,Bens Industriais,Máquinas e Equipamentos,Armas e Munições
TASA4,TAURUS ARMAS,TASA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6173&idioma=pt-br,TAURUS ARMAS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TASA4,https://www.google.com/search?q=TAURUS ARMAS Armas e Munições,Armas e Munições,Bens Industriais,Máquinas e Equipamentos,Armas e Munições
TCNO3,TECNOSOLO,TCNO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11207,TECNOSOLO ENGENHARIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TCNO3,https://www.google.com/search?q=TECNOSOLO Engenharia Consultiva,Engenharia Consultiva,Bens Industriais,Construção e Engenharia,Engenharia Consultiva
TCNO4,TECNOSOLO,TCNO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11207,TECNOSOLO ENGENHARIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TCNO4,https://www.google.com/search?q=TECNOSOLO Engenharia Consultiva,Engenharia Consultiva,Bens Industriais,Construção e Engenharia,Engenharia Consultiva
TCSA3,TECNISA,TCSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20435,TECNISA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TCSA3,https://www.google.com/search?q=TECNISA Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
TECN3,TECHNOS,TECN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22519,TECHNOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TECN3,https://www.google.com/search?q=TECHNOS Acessórios,Acessórios,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Acessórios
TEKA3,TEKA,TEKA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11223,TEKA-TECELAGEM KUEHNRICH S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TEKA3,https://www.google.com/search?q=TEKA Fios e Tecidos,Fios e Tecidos,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos
TEKA4,TEKA,TEKA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11223,TEKA-TECELAGEM KUEHNRICH S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TEKA4,https://www.google.com/search?q=TEKA Fios e Tecidos,Fios e Tecidos,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos
TELB3,TELEBRAS,TELB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11258,TELEC BRASILEIRAS S.A. TELEBRAS,https://br.tradingview.com/symbols/BMFBOVESPA-TELB3,https://www.google.com/search?q=TELEBRAS Telecomunicações,Telecomunicações,Comunicações,Telecomunicações,Telecomunicações
TELB4,TELEBRAS,TELB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11258,TELEC BRASILEIRAS S.A. TELEBRAS,https://br.tradingview.com/symbols/BMFBOVESPA-TELB4,https://www.google.com/search?q=TELEBRAS Telecomunicações,Telecomunicações,Comunicações,Telecomunicações,Telecomunicações
TEND3,TENDA,TEND,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21148,CONSTRUTORA TENDA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TEND3,https://www.google.com/search?q=TENDA Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
TESA3,TERRA SANTA,TESA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20354,TERRA SANTA AGRO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TESA3,https://www.google.com/search?q=TERRA SANTA Agricultura,Agricultura,Consumo não Cíclico,Agropecuária,Agricultura
TFCO4,TRACK FIELD,TFCO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25208&idioma=pt-br,TRACK & FIELD CO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TFCO4,https://www.google.com/search?q=TRACK FIELD Vestuário,Vestuário,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Vestuário
TGMA3,TEGMA,TGMA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20800,TEGMA GESTAO LOGISTICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TGMA3,https://www.google.com/search?q=TEGMA Transporte Rodoviário,Transporte Rodoviário,Bens Industriais,Transporte,Transporte Rodoviário
TIET11,AES TIETE E,TIET,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18970,AES TIETE ENERGIA SA,https://br.tradingview.com/symbols/BMFBOVESPA-TIET11,https://www.google.com/search?q=AES TIETE E Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
TIET3,AES TIETE E,TIET,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18970,AES TIETE ENERGIA SA,https://br.tradingview.com/symbols/BMFBOVESPA-TIET3,https://www.google.com/search?q=AES TIETE E Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
TIET4,AES TIETE E,TIET,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18970,AES TIETE ENERGIA SA,https://br.tradingview.com/symbols/BMFBOVESPA-TIET4,https://www.google.com/search?q=AES TIETE E Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
TIMS3,TIM,TIMS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24929&idioma=pt-br,TIM S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TIMS3,https://www.google.com/search?q=TIM Telecomunicações,Telecomunicações,Comunicações,Telecomunicações,Telecomunicações
TKNO3,TEKNO,TKNO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11231,TEKNO S.A. - INDUSTRIA E COMERCIO,https://br.tradingview.com/symbols/BMFBOVESPA-TKNO3,https://www.google.com/search?q=TEKNO Artefatos de Ferro e Aço,Artefatos de Ferro e Aço,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
TKNO4,TEKNO,TKNO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11231,TEKNO S.A. - INDUSTRIA E COMERCIO,https://br.tradingview.com/symbols/BMFBOVESPA-TKNO4,https://www.google.com/search?q=TEKNO Artefatos de Ferro e Aço,Artefatos de Ferro e Aço,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
TOTS3,TOTVS,TOTS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19992,TOTVS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TOTS3,https://www.google.com/search?q=TOTVS Programas e Serviços,Programas e Serviços,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
TPIS3,TRIUNFO PART,TPIS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19330,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TPIS3,https://www.google.com/search?q=TRIUNFO PART Exploração de Rodovias,Exploração de Rodovias,Bens Industriais,Transporte,Exploração de Rodovias
TRIS3,TRISUL,TRIS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21130,TRISUL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-TRIS3,https://www.google.com/search?q=TRISUL Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
TRPL3,TRAN PAULIST,TRPL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18376,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,https://br.tradingview.com/symbols/BMFBOVESPA-TRPL3,https://www.google.com/search?q=TRAN PAULIST Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
TRPL4,TRAN PAULIST,TRPL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18376,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,https://br.tradingview.com/symbols/BMFBOVESPA-TRPL4,https://www.google.com/search?q=TRAN PAULIST Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
